Year,State,Business Activity,Drug,Registrants,Total grams sold,Avg grams/registrant
2002,TEXAS,TEACHING INSTITUTIONS,MEPERIDINE (PETHIDINE),2,27.32,13.66
2002,TEXAS,TEACHING INSTITUTIONS,MORPHINE,1,0.22,0.22
2002,TEXAS,TEACHING INSTITUTIONS,FENTANYL BASE,2,0.08,0.04
2002,TEXAS,MID-LEVEL PRACTITIONERS,CODEINE,1,2.21,2.21
2002,TEXAS,MID-LEVEL PRACTITIONERS,HYDROCODONE,3,24.2,8.06
2002,TEXAS,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),5,6.76,1.35
2002,TEXAS,MID-LEVEL PRACTITIONERS,MORPHINE,56,18.11,0.32
2002,TEXAS,MID-LEVEL PRACTITIONERS,FENTANYL BASE,7,0.06,0.0
2002,UTAH,PHARMACIES,DL-AMPHETAMINE BASE,386,18187.45,47.11
2002,UTAH,PHARMACIES,D-AMPHETAMINE BASE,390,33832.61,86.75
2002,UTAH,PHARMACIES,D-METHAMPHETAMINE,54,202.81,3.75
2002,UTAH,PHARMACIES,METHYLPHENIDATE,391,93565.14,239.29
2002,UTAH,PHARMACIES,COCAINE,16,64.31,4.01
2002,UTAH,PHARMACIES,CODEINE,406,103311.27,254.46
2002,UTAH,PHARMACIES,BUPRENORPHINE,4,0.17,0.04
2002,UTAH,PHARMACIES,OXYCODONE,397,189157.73,476.46
2002,UTAH,PHARMACIES,HYDROMORPHONE,127,877.01,6.9
2002,UTAH,PHARMACIES,HYDROCODONE,413,163091.21,394.89
2002,UTAH,PHARMACIES,MEPERIDINE (PETHIDINE),377,22578.21,59.88
2002,UTAH,PHARMACIES,METHADONE,387,33187.08,85.75
2002,UTAH,PHARMACIES,MORPHINE,401,53816.59,134.2
2002,UTAH,PHARMACIES,FENTANYL BASE,386,1548.3,4.01
2002,UTAH,HOSPITALS,DL-AMPHETAMINE BASE,22,603.78,27.44
2002,UTAH,HOSPITALS,D-AMPHETAMINE BASE,27,1449.86,53.69
2002,UTAH,HOSPITALS,METHYLPHENIDATE,37,4239.47,114.58
2002,UTAH,HOSPITALS,COCAINE,43,616.18,14.32
2002,UTAH,HOSPITALS,CODEINE,59,8619.34,146.09
2002,UTAH,HOSPITALS,BUPRENORPHINE,5,0.26,0.05
2002,UTAH,HOSPITALS,OXYCODONE,68,23782.4,349.74
2002,UTAH,HOSPITALS,HYDROMORPHONE,36,709.08,19.69
2002,UTAH,HOSPITALS,HYDROCODONE,69,12485.84,180.95
2002,UTAH,HOSPITALS,MEPERIDINE (PETHIDINE),68,17447.36,256.57
2002,UTAH,HOSPITALS,METHADONE,42,3808.06,90.66
2002,UTAH,HOSPITALS,MORPHINE,70,26862.25,383.74
2002,UTAH,HOSPITALS,FENTANYL BASE,67,326.39,4.87
2002,UTAH,PRACTITIONERS,COCAINE,7,16.32,2.33
2002,UTAH,PRACTITIONERS,CODEINE,37,568.05,15.35
2002,UTAH,PRACTITIONERS,BUPRENORPHINE,23,0.03,0.0
2002,UTAH,PRACTITIONERS,OXYCODONE,6,32.99,5.49
2002,UTAH,PRACTITIONERS,HYDROMORPHONE,6,0.91,0.15
2002,UTAH,PRACTITIONERS,HYDROCODONE,444,856.94,1.93
2002,UTAH,PRACTITIONERS,MEPERIDINE (PETHIDINE),51,1142.7,22.4
2002,UTAH,PRACTITIONERS,MORPHINE,50,100.13,2.0
2002,UTAH,PRACTITIONERS,FENTANYL BASE,72,6.12,0.08
2002,UTAH,MID-LEVEL PRACTITIONERS,CODEINE,1,2.21,2.21
2002,UTAH,MID-LEVEL PRACTITIONERS,OXYCODONE,1,0.44,0.44
2002,UTAH,MID-LEVEL PRACTITIONERS,HYDROCODONE,18,5.82,0.32
2002,UTAH,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),1,0.21,0.21
2002,UTAH,MID-LEVEL PRACTITIONERS,MORPHINE,1,0.0,0.0
2002,UTAH,MID-LEVEL PRACTITIONERS,FENTANYL BASE,1,0.0,0.0
2002,VIRGINIA,PHARMACIES,DL-AMPHETAMINE BASE,1305,59295.77,45.43
2002,VIRGINIA,PHARMACIES,D-AMPHETAMINE BASE,1313,83340.84,63.47
2002,VIRGINIA,PHARMACIES,D-METHAMPHETAMINE,75,368.76,4.91
2002,VIRGINIA,PHARMACIES,METHYLPHENIDATE,1324,315947.75,238.63
2002,VIRGINIA,PHARMACIES,COCAINE,23,168.68,7.33
2002,VIRGINIA,PHARMACIES,CODEINE,1365,327738.78,240.1
2002,VIRGINIA,PHARMACIES,BUPRENORPHINE,33,1.55,0.04
2002,VIRGINIA,PHARMACIES,OXYCODONE,1337,530684.87,396.92
2002,VIRGINIA,PHARMACIES,HYDROMORPHONE,1081,15009.15,13.88
2002,VIRGINIA,PHARMACIES,HYDROCODONE,1376,336624.35,244.63
2002,VIRGINIA,PHARMACIES,MEPERIDINE (PETHIDINE),1225,107346.59,87.62
2002,VIRGINIA,PHARMACIES,METHADONE,1077,74888.37,69.53
2002,VIRGINIA,PHARMACIES,MORPHINE,1262,169605.48,134.39
2002,VIRGINIA,PHARMACIES,FENTANYL BASE,1285,4276.91,3.32
2002,VIRGINIA,HOSPITALS,DL-AMPHETAMINE BASE,65,5252.46,80.8
2002,VIRGINIA,HOSPITALS,D-AMPHETAMINE BASE,79,7465.96,94.5
2002,VIRGINIA,HOSPITALS,METHYLPHENIDATE,114,30594.98,268.37
2002,VIRGINIA,HOSPITALS,COCAINE,88,1889.9,21.47
2002,VIRGINIA,HOSPITALS,CODEINE,141,40409.13,286.58
2002,VIRGINIA,HOSPITALS,BUPRENORPHINE,30,0.09,0.0
2002,VIRGINIA,HOSPITALS,OXYCODONE,141,49965.86,354.36
2002,VIRGINIA,HOSPITALS,HYDROMORPHONE,120,3926.63,32.72
2002,VIRGINIA,HOSPITALS,HYDROCODONE,144,14974.41,103.98
2002,VIRGINIA,HOSPITALS,MEPERIDINE (PETHIDINE),139,64456.91,463.71
2002,VIRGINIA,HOSPITALS,METHADONE,110,9215.9,83.78
2002,VIRGINIA,HOSPITALS,MORPHINE,140,59948.59,428.2
2002,VIRGINIA,HOSPITALS,FENTANYL BASE,143,946.83,6.62
2002,VIRGINIA,PRACTITIONERS,DL-AMPHETAMINE BASE,2,4.86,2.43
2002,VIRGINIA,PRACTITIONERS,D-AMPHETAMINE BASE,3,6.32,2.1
2002,VIRGINIA,PRACTITIONERS,METHYLPHENIDATE,4,184.84,46.21
2002,VIRGINIA,PRACTITIONERS,COCAINE,12,123.09,10.25
2002,VIRGINIA,PRACTITIONERS,CODEINE,90,3634.3,40.38
2002,VIRGINIA,PRACTITIONERS,BUPRENORPHINE,58,0.03,0.0
2002,VIRGINIA,PRACTITIONERS,OXYCODONE,17,203.76,11.98
2002,VIRGINIA,PRACTITIONERS,HYDROMORPHONE,32,31.5,0.98
2002,VIRGINIA,PRACTITIONERS,HYDROCODONE,2919,5616.3,1.92
2002,VIRGINIA,PRACTITIONERS,MEPERIDINE (PETHIDINE),177,3286.5,18.56
2002,VIRGINIA,PRACTITIONERS,MORPHINE,138,244.39,1.77
2002,VIRGINIA,PRACTITIONERS,FENTANYL BASE,275,38.35,0.13
2002,VIRGINIA,TEACHING INSTITUTIONS,COCAINE,1,2.67,2.67
2002,VIRGINIA,MID-LEVEL PRACTITIONERS,HYDROCODONE,21,6.7,0.31
2002,VIRGIN ISLANDS,PHARMACIES,DL-AMPHETAMINE BASE,11,62.28,5.66
2002,VIRGIN ISLANDS,PHARMACIES,D-AMPHETAMINE BASE,11,86.79,7.89
2002,VIRGIN ISLANDS,PHARMACIES,METHYLPHENIDATE,13,470.61,36.2
2002,VIRGIN ISLANDS,PHARMACIES,CODEINE,18,4932.15,274.0
2002,VIRGIN ISLANDS,PHARMACIES,BUPRENORPHINE,1,0.0,0.0
2002,VIRGIN ISLANDS,PHARMACIES,OXYCODONE,16,1109.33,69.33
2002,VIRGIN ISLANDS,PHARMACIES,HYDROMORPHONE,3,10.74,3.58
2002,VIRGIN ISLANDS,PHARMACIES,HYDROCODONE,19,1148.01,60.42
2002,VIRGIN ISLANDS,PHARMACIES,MEPERIDINE (PETHIDINE),12,1197.28,99.77
2002,VIRGIN ISLANDS,PHARMACIES,METHADONE,3,69.94,23.31
2002,VIRGIN ISLANDS,PHARMACIES,MORPHINE,13,314.12,24.16
2002,VIRGIN ISLANDS,PHARMACIES,FENTANYL BASE,12,12.97,1.08
2002,VIRGIN ISLANDS,HOSPITALS,CODEINE,2,130.39,65.19
2002,VIRGIN ISLANDS,HOSPITALS,OXYCODONE,1,12.98,12.98
2002,VIRGIN ISLANDS,HOSPITALS,HYDROCODONE,1,4.52,4.52
2002,VIRGIN ISLANDS,HOSPITALS,MEPERIDINE (PETHIDINE),3,1223.08,407.69
2002,VIRGIN ISLANDS,HOSPITALS,MORPHINE,3,66.51,22.17
2002,VIRGIN ISLANDS,HOSPITALS,FENTANYL BASE,3,2.55,0.85
2002,VIRGIN ISLANDS,PRACTITIONERS,CODEINE,6,148.07,24.67
2002,VIRGIN ISLANDS,PRACTITIONERS,OXYCODONE,1,11.72,11.72
2002,VIRGIN ISLANDS,PRACTITIONERS,HYDROCODONE,5,37.51,7.5
2002,VIRGIN ISLANDS,PRACTITIONERS,MEPERIDINE (PETHIDINE),2,24.39,12.19
2002,VERMONT,PHARMACIES,DL-AMPHETAMINE BASE,128,3703.99,28.93
2002,VERMONT,PHARMACIES,D-AMPHETAMINE BASE,130,6572.53,50.55
2002,VERMONT,PHARMACIES,D-METHAMPHETAMINE,9,37.6,4.17
2002,VERMONT,PHARMACIES,METHYLPHENIDATE,134,37523.44,280.02
2002,VERMONT,PHARMACIES,COCAINE,2,23.01,11.5
2002,VERMONT,PHARMACIES,CODEINE,136,37758.84,277.63
2002,VERMONT,PHARMACIES,OXYCODONE,137,49728.96,362.98
2002,VERMONT,PHARMACIES,HYDROMORPHONE,124,1365.95,11.01
2002,VERMONT,PHARMACIES,HYDROCODONE,139,17792.75,128.0
2002,VERMONT,PHARMACIES,MEPERIDINE (PETHIDINE),96,2675.79,27.87
2002,VERMONT,PHARMACIES,METHADONE,93,4902.28,52.71
2002,VERMONT,PHARMACIES,MORPHINE,135,24528.85,181.69
2002,VERMONT,PHARMACIES,FENTANYL BASE,132,505.37,3.82
2002,VERMONT,HOSPITALS,DL-AMPHETAMINE BASE,5,44.83,8.96
2002,VERMONT,HOSPITALS,D-AMPHETAMINE BASE,9,68.41,7.6
2002,VERMONT,HOSPITALS,D-METHAMPHETAMINE,1,4.4,4.4
2002,VERMONT,HOSPITALS,METHYLPHENIDATE,14,942.51,67.32
2002,VERMONT,HOSPITALS,COCAINE,12,132.78,11.06
2002,VERMONT,HOSPITALS,CODEINE,17,2854.8,167.92
2002,VERMONT,HOSPITALS,BUPRENORPHINE,1,0.0,0.0
2002,VERMONT,HOSPITALS,OXYCODONE,17,5632.89,331.34
2002,VERMONT,HOSPITALS,HYDROMORPHONE,14,239.15,17.08
2002,VERMONT,HOSPITALS,HYDROCODONE,16,349.63,21.85
2002,VERMONT,HOSPITALS,MEPERIDINE (PETHIDINE),15,3762.82,250.85
2002,VERMONT,HOSPITALS,METHADONE,14,1017.84,72.7
2002,VERMONT,HOSPITALS,MORPHINE,16,10508.06,656.75
2002,VERMONT,HOSPITALS,FENTANYL BASE,16,85.39,5.33
2002,VERMONT,PRACTITIONERS,METHYLPHENIDATE,1,16.39,16.39
2002,VERMONT,PRACTITIONERS,COCAINE,1,4.46,4.46
2002,VERMONT,PRACTITIONERS,CODEINE,15,466.31,31.08
2002,VERMONT,PRACTITIONERS,BUPRENORPHINE,10,0.0,0.0
2002,VERMONT,PRACTITIONERS,OXYCODONE,3,18.72,6.24
2002,VERMONT,PRACTITIONERS,HYDROMORPHONE,3,0.35,0.11
2002,VERMONT,PRACTITIONERS,HYDROCODONE,80,110.31,1.37
2002,VERMONT,PRACTITIONERS,MEPERIDINE (PETHIDINE),6,25.65,4.27
2002,VERMONT,PRACTITIONERS,MORPHINE,14,23.51,1.67
2002,VERMONT,PRACTITIONERS,FENTANYL BASE,15,0.92,0.06
2002,VERMONT,TEACHING INSTITUTIONS,BUPRENORPHINE,1,0.0,0.0
2002,VERMONT,TEACHING INSTITUTIONS,FENTANYL BASE,1,0.01,0.01
2002,VERMONT,MID-LEVEL PRACTITIONERS,CODEINE,1,4.42,4.42
2002,VERMONT,MID-LEVEL PRACTITIONERS,HYDROCODONE,4,0.54,0.13
2002,WASHINGTON,PHARMACIES,DL-AMPHETAMINE BASE,1110,45125.58,40.65
2002,WASHINGTON,PHARMACIES,D-AMPHETAMINE BASE,1122,77583.37,69.14
2002,WASHINGTON,PHARMACIES,D-METHAMPHETAMINE,164,1086.1,6.62
2002,WASHINGTON,PHARMACIES,METHYLPHENIDATE,1140,237670.97,208.48
2002,WASHINGTON,PHARMACIES,COCAINE,24,177.19,7.38
2002,WASHINGTON,PHARMACIES,CODEINE,1157,394123.96,340.64
2002,WASHINGTON,PHARMACIES,BUPRENORPHINE,18,0.24,0.01
2002,WASHINGTON,PHARMACIES,OXYCODONE,1152,607481.95,527.32
2002,WASHINGTON,PHARMACIES,HYDROMORPHONE,996,8488.32,8.52
2002,WASHINGTON,PHARMACIES,HYDROCODONE,1161,333969.39,287.65
2002,WASHINGTON,PHARMACIES,MEPERIDINE (PETHIDINE),1051,61660.03,58.66
2002,WASHINGTON,PHARMACIES,METHADONE,1074,91992.02,85.65
2002,WASHINGTON,PHARMACIES,MORPHINE,1132,222513.47,196.56
2002,WASHINGTON,PHARMACIES,FENTANYL BASE,1118,4552.96,4.07
2002,WASHINGTON,HOSPITALS,DL-AMPHETAMINE BASE,55,2046.15,37.2
2002,WASHINGTON,HOSPITALS,D-AMPHETAMINE BASE,74,4284.31,57.89
2002,WASHINGTON,HOSPITALS,D-METHAMPHETAMINE,2,14.01,7.0
2002,WASHINGTON,HOSPITALS,METHYLPHENIDATE,106,17972.96,169.55
2002,WASHINGTON,HOSPITALS,COCAINE,88,1235.05,14.03
2002,WASHINGTON,HOSPITALS,CODEINE,162,52683.37,325.2
2002,WASHINGTON,HOSPITALS,BUPRENORPHINE,11,0.18,0.01
2002,WASHINGTON,HOSPITALS,OXYCODONE,160,77895.1,486.84
2002,WASHINGTON,HOSPITALS,HYDROMORPHONE,106,5725.46,54.01
2002,WASHINGTON,HOSPITALS,HYDROCODONE,163,24092.81,147.8
2002,WASHINGTON,HOSPITALS,MEPERIDINE (PETHIDINE),160,35156.71,219.72
2002,WASHINGTON,HOSPITALS,METHADONE,107,14971.31,139.91
2002,WASHINGTON,HOSPITALS,MORPHINE,161,69267.77,430.23
2002,WASHINGTON,HOSPITALS,FENTANYL BASE,153,876.42,5.72
2002,WASHINGTON,PRACTITIONERS,D-AMPHETAMINE BASE,1,5.86,5.86
2002,WASHINGTON,PRACTITIONERS,METHYLPHENIDATE,6,31.75,5.29
2002,WASHINGTON,PRACTITIONERS,COCAINE,19,143.15,7.53
2002,WASHINGTON,PRACTITIONERS,CODEINE,148,2616.76,17.68
2002,WASHINGTON,PRACTITIONERS,BUPRENORPHINE,108,0.09,0.0
2002,WASHINGTON,PRACTITIONERS,OXYCODONE,27,84.55,3.13
2002,WASHINGTON,PRACTITIONERS,HYDROMORPHONE,66,21.67,0.32
2002,WASHINGTON,PRACTITIONERS,HYDROCODONE,1491,2303.21,1.54
2002,WASHINGTON,PRACTITIONERS,MEPERIDINE (PETHIDINE),177,3428.19,19.36
2002,WASHINGTON,PRACTITIONERS,MORPHINE,229,323.89,1.41
2002,WASHINGTON,PRACTITIONERS,FENTANYL BASE,318,35.74,0.11
2002,WASHINGTON,MID-LEVEL PRACTITIONERS,CODEINE,1,0.88,0.88
2002,WASHINGTON,MID-LEVEL PRACTITIONERS,HYDROMORPHONE,1,0.03,0.03
2002,WASHINGTON,MID-LEVEL PRACTITIONERS,HYDROCODONE,107,41.94,0.39
2002,WASHINGTON,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),3,4.77,1.59
2002,WASHINGTON,MID-LEVEL PRACTITIONERS,MORPHINE,6,5.72,0.95
2002,WASHINGTON,MID-LEVEL PRACTITIONERS,FENTANYL BASE,1,0.0,0.0
2002,WISCONSIN,PHARMACIES,DL-AMPHETAMINE BASE,1014,55226.98,54.46
2002,WISCONSIN,PHARMACIES,D-AMPHETAMINE BASE,1028,89573.48,87.13
2002,WISCONSIN,PHARMACIES,D-METHAMPHETAMINE,105,628.52,5.98
2002,WISCONSIN,PHARMACIES,METHYLPHENIDATE,1043,249537.67,239.24
2002,WISCONSIN,PHARMACIES,COCAINE,20,141.75,7.08
2002,WISCONSIN,PHARMACIES,CODEINE,1062,365523.98,344.18
2002,WISCONSIN,PHARMACIES,BUPRENORPHINE,9,0.27,0.03
2002,WISCONSIN,PHARMACIES,OXYCODONE,1051,375294.88,357.08
2002,WISCONSIN,PHARMACIES,HYDROMORPHONE,575,3734.1,6.49
2002,WISCONSIN,PHARMACIES,HYDROCODONE,1073,206206.61,192.17
2002,WISCONSIN,PHARMACIES,MEPERIDINE (PETHIDINE),558,11446.57,20.51
2002,WISCONSIN,PHARMACIES,METHADONE,799,27554.92,34.48
2002,WISCONSIN,PHARMACIES,MORPHINE,1017,163292.35,160.56
2002,WISCONSIN,PHARMACIES,FENTANYL BASE,1022,3930.23,3.84
2002,WISCONSIN,HOSPITALS,DL-AMPHETAMINE BASE,64,530.52,8.28
2002,WISCONSIN,HOSPITALS,D-AMPHETAMINE BASE,74,1148.45,15.51
2002,WISCONSIN,HOSPITALS,D-METHAMPHETAMINE,3,16.8,5.6
2002,WISCONSIN,HOSPITALS,METHYLPHENIDATE,109,3759.06,34.48
2002,WISCONSIN,HOSPITALS,COCAINE,99,1355.33,13.69
2002,WISCONSIN,HOSPITALS,CODEINE,162,28912.36,178.47
2002,WISCONSIN,HOSPITALS,BUPRENORPHINE,15,0.01,0.0
2002,WISCONSIN,HOSPITALS,OXYCODONE,152,46937.39,308.79
2002,WISCONSIN,HOSPITALS,HYDROMORPHONE,123,2420.7,19.68
2002,WISCONSIN,HOSPITALS,HYDROCODONE,151,10363.61,68.63
2002,WISCONSIN,HOSPITALS,MEPERIDINE (PETHIDINE),142,31444.27,221.43
2002,WISCONSIN,HOSPITALS,METHADONE,93,3270.56,35.16
2002,WISCONSIN,HOSPITALS,MORPHINE,156,55830.13,357.88
2002,WISCONSIN,HOSPITALS,FENTANYL BASE,150,662.85,4.41
2002,WISCONSIN,PRACTITIONERS,DL-AMPHETAMINE BASE,1,1.82,1.82
2002,WISCONSIN,PRACTITIONERS,D-AMPHETAMINE BASE,1,2.29,2.29
2002,WISCONSIN,PRACTITIONERS,METHYLPHENIDATE,2,12.83,6.41
2002,WISCONSIN,PRACTITIONERS,COCAINE,31,180.6,5.82
2002,WISCONSIN,PRACTITIONERS,CODEINE,101,1568.43,15.52
2002,WISCONSIN,PRACTITIONERS,BUPRENORPHINE,25,0.06,0.0
2002,WISCONSIN,PRACTITIONERS,OXYCODONE,30,73.24,2.44
2002,WISCONSIN,PRACTITIONERS,HYDROMORPHONE,62,34.6,0.55
2002,WISCONSIN,PRACTITIONERS,HYDROCODONE,1008,1011.74,1.0
2002,WISCONSIN,PRACTITIONERS,MEPERIDINE (PETHIDINE),193,2799.81,14.5
2002,WISCONSIN,PRACTITIONERS,METHADONE,2,0.61,0.3
2002,WISCONSIN,PRACTITIONERS,MORPHINE,175,278.89,1.59
2002,WISCONSIN,PRACTITIONERS,FENTANYL BASE,153,12.92,0.08
2002,WISCONSIN,MID-LEVEL PRACTITIONERS,CODEINE,1,2.21,2.21
2002,WISCONSIN,MID-LEVEL PRACTITIONERS,HYDROCODONE,53,21.09,0.39
2002,WEST VIRGINIA,PHARMACIES,DL-AMPHETAMINE BASE,452,13377.04,29.59
2002,WEST VIRGINIA,PHARMACIES,D-AMPHETAMINE BASE,455,21199.12,46.59
2002,WEST VIRGINIA,PHARMACIES,D-METHAMPHETAMINE,9,29.61,3.29
2002,WEST VIRGINIA,PHARMACIES,METHYLPHENIDATE,466,78322.38,168.07
2002,WEST VIRGINIA,PHARMACIES,COCAINE,8,31.18,3.89
2002,WEST VIRGINIA,PHARMACIES,CODEINE,465,155541.7,334.49
2002,WEST VIRGINIA,PHARMACIES,BUPRENORPHINE,11,0.14,0.01
2002,WEST VIRGINIA,PHARMACIES,OXYCODONE,462,196956.8,426.31
2002,WEST VIRGINIA,PHARMACIES,HYDROMORPHONE,293,2593.46,8.85
2002,WEST VIRGINIA,PHARMACIES,HYDROCODONE,472,215689.88,456.97
2002,WEST VIRGINIA,PHARMACIES,MEPERIDINE (PETHIDINE),297,10152.23,34.18
2002,WEST VIRGINIA,PHARMACIES,METHADONE,398,20248.24,50.87
2002,WEST VIRGINIA,PHARMACIES,MORPHINE,443,44534.73,100.52
2002,WEST VIRGINIA,PHARMACIES,FENTANYL BASE,454,1903.88,4.19
2002,WEST VIRGINIA,HOSPITALS,DL-AMPHETAMINE BASE,21,152.51,7.26
2002,WEST VIRGINIA,HOSPITALS,D-AMPHETAMINE BASE,28,253.29,9.04
2002,WEST VIRGINIA,HOSPITALS,METHYLPHENIDATE,41,1265.01,30.85
2002,WEST VIRGINIA,HOSPITALS,COCAINE,44,427.75,9.72
2002,WEST VIRGINIA,HOSPITALS,CODEINE,69,14258.84,206.64
2002,WEST VIRGINIA,HOSPITALS,BUPRENORPHINE,17,0.69,0.04
2002,WEST VIRGINIA,HOSPITALS,OXYCODONE,64,16096.27,251.5
2002,WEST VIRGINIA,HOSPITALS,HYDROMORPHONE,45,666.93,14.82
2002,WEST VIRGINIA,HOSPITALS,HYDROCODONE,69,7503.26,108.74
2002,WEST VIRGINIA,HOSPITALS,MEPERIDINE (PETHIDINE),60,17881.42,298.02
2002,WEST VIRGINIA,HOSPITALS,METHADONE,43,2035.9,47.34
2002,WEST VIRGINIA,HOSPITALS,MORPHINE,61,18365.01,301.06
2002,WEST VIRGINIA,HOSPITALS,FENTANYL BASE,67,284.76,4.25
2002,WEST VIRGINIA,PRACTITIONERS,COCAINE,5,6.02,1.2
2002,WEST VIRGINIA,PRACTITIONERS,CODEINE,38,853.97,22.47
2002,WEST VIRGINIA,PRACTITIONERS,BUPRENORPHINE,7,0.02,0.0
2002,WEST VIRGINIA,PRACTITIONERS,OXYCODONE,4,9.03,2.25
2002,WEST VIRGINIA,PRACTITIONERS,HYDROMORPHONE,4,0.81,0.2
2002,WEST VIRGINIA,PRACTITIONERS,HYDROCODONE,1000,2331.59,2.33
2002,WEST VIRGINIA,PRACTITIONERS,MEPERIDINE (PETHIDINE),26,125.78,4.83
2002,WEST VIRGINIA,PRACTITIONERS,MORPHINE,20,9.93,0.49
2002,WEST VIRGINIA,PRACTITIONERS,FENTANYL BASE,45,8.01,0.17
2002,WEST VIRGINIA,TEACHING INSTITUTIONS,HYDROCODONE,1,0.51,0.51
2002,WEST VIRGINIA,MID-LEVEL PRACTITIONERS,HYDROCODONE,72,41.06,0.57
2002,WEST VIRGINIA,MID-LEVEL PRACTITIONERS,MORPHINE,2,2.66,1.33
2002,WYOMING,PHARMACIES,DL-AMPHETAMINE BASE,105,2859.49,27.23
2002,WYOMING,PHARMACIES,D-AMPHETAMINE BASE,105,4839.59,46.09
2002,WYOMING,PHARMACIES,D-METHAMPHETAMINE,6,30.01,5.0
2002,WYOMING,PHARMACIES,METHYLPHENIDATE,109,20302.1,186.25
2002,WYOMING,PHARMACIES,COCAINE,3,1.76,0.58
2002,WYOMING,PHARMACIES,CODEINE,112,25304.41,225.93
2002,WYOMING,PHARMACIES,BUPRENORPHINE,1,0.0,0.0
2002,WYOMING,PHARMACIES,OXYCODONE,111,32655.07,294.18
2002,WYOMING,PHARMACIES,HYDROMORPHONE,80,525.73,6.57
2002,WYOMING,PHARMACIES,HYDROCODONE,116,26444.07,227.96
2002,WYOMING,PHARMACIES,MEPERIDINE (PETHIDINE),103,8027.2,77.93
2002,WYOMING,PHARMACIES,METHADONE,91,3296.1,36.22
2002,WYOMING,PHARMACIES,MORPHINE,112,12058.54,107.66
2002,WYOMING,PHARMACIES,FENTANYL BASE,110,296.2,2.69
2002,WYOMING,HOSPITALS,DL-AMPHETAMINE BASE,5,63.09,12.61
2002,WYOMING,HOSPITALS,D-AMPHETAMINE BASE,12,224.38,18.69
2002,WYOMING,HOSPITALS,METHYLPHENIDATE,21,1212.59,57.74
2002,WYOMING,HOSPITALS,COCAINE,23,268.25,11.66
2002,WYOMING,HOSPITALS,CODEINE,35,5142.56,146.93
2002,WYOMING,HOSPITALS,BUPRENORPHINE,1,0.0,0.0
2002,WYOMING,HOSPITALS,OXYCODONE,40,4229.59,105.73
2002,WYOMING,HOSPITALS,HYDROMORPHONE,16,60.86,3.8
2002,WYOMING,HOSPITALS,HYDROCODONE,40,1490.05,37.25
2002,WYOMING,HOSPITALS,MEPERIDINE (PETHIDINE),38,5414.53,142.48
2002,WYOMING,HOSPITALS,METHADONE,16,729.67,45.6
2002,WYOMING,HOSPITALS,MORPHINE,38,6896.12,181.47
2002,WYOMING,HOSPITALS,FENTANYL BASE,33,67.58,2.04
2002,WYOMING,PRACTITIONERS,COCAINE,3,12.11,4.03
2002,WYOMING,PRACTITIONERS,CODEINE,16,426.73,26.67
2002,WYOMING,PRACTITIONERS,BUPRENORPHINE,4,0.0,0.0
2002,WYOMING,PRACTITIONERS,OXYCODONE,3,17.79,5.93
2002,WYOMING,PRACTITIONERS,HYDROMORPHONE,1,0.03,0.03
2002,WYOMING,PRACTITIONERS,HYDROCODONE,226,234.35,1.03
2002,WYOMING,PRACTITIONERS,MEPERIDINE (PETHIDINE),9,185.08,20.56
2002,WYOMING,PRACTITIONERS,MORPHINE,22,21.77,0.98
2002,WYOMING,PRACTITIONERS,FENTANYL BASE,14,0.61,0.04
2002,WYOMING,TEACHING INSTITUTIONS,OXYCODONE,1,0.89,0.89
2002,WYOMING,TEACHING INSTITUTIONS,MORPHINE,1,75.2,75.2
2002,WYOMING,MID-LEVEL PRACTITIONERS,HYDROCODONE,42,23.7,0.56
2003,ALASKA,PHARMACIES,DL-AMPHETAMINE BASE,82,3617.96,44.12
2003,ALASKA,PHARMACIES,D-AMPHETAMINE BASE,83,7352.22,88.58
2003,ALASKA,PHARMACIES,D-METHAMPHETAMINE,10,44.01,4.4
2003,ALASKA,PHARMACIES,METHYLPHENIDATE,86,19864.27,230.97
2003,ALASKA,PHARMACIES,COCAINE,4,15.51,3.87
2003,ALASKA,PHARMACIES,CODEINE,85,31933.2,375.68
2003,ALASKA,PHARMACIES,OXYCODONE,89,88212.61,991.15
2003,ALASKA,PHARMACIES,HYDROMORPHONE,61,1961.41,32.15
2003,ALASKA,PHARMACIES,HYDROCODONE,88,36279.31,412.26
2003,ALASKA,PHARMACIES,MEPERIDINE (PETHIDINE),79,19871.25,251.53
2003,ALASKA,PHARMACIES,METHADONE,76,22347.47,294.04
2003,ALASKA,PHARMACIES,MORPHINE,85,29464.2,346.63
2003,ALASKA,PHARMACIES,FENTANYL BASE,82,694.1,8.46
2003,ALASKA,HOSPITALS,DL-AMPHETAMINE BASE,15,465.31,31.02
2003,ALASKA,HOSPITALS,D-AMPHETAMINE BASE,18,882.53,49.02
2003,ALASKA,HOSPITALS,D-METHAMPHETAMINE,2,18.01,9.0
2003,ALASKA,HOSPITALS,METHYLPHENIDATE,28,5943.84,212.28
2003,ALASKA,HOSPITALS,COCAINE,19,156.73,8.24
2003,ALASKA,HOSPITALS,CODEINE,39,15870.4,406.93
2003,ALASKA,HOSPITALS,OXYCODONE,38,10610.59,279.22
2003,ALASKA,HOSPITALS,HYDROMORPHONE,17,145.4,8.55
