Year,State,Business Activity,Drug,Registrants,Total grams sold,Avg grams/registrant
2003,OKLAHOMA,HOSPITALS,HYDROCODONE,187.0,17280.2,92.4
2003,OKLAHOMA,HOSPITALS,MEPERIDINE (PETHIDINE),194.0,50580.27,260.72
2003,OKLAHOMA,HOSPITALS,METHADONE,76.0,2335.12,30.72
2003,OKLAHOMA,HOSPITALS,MORPHINE,198.0,26393.18,133.29
2003,OKLAHOMA,HOSPITALS,FENTANYL BASE,190.0,558.66,2.94
2003,OKLAHOMA,PRACTITIONERS,DL-AMPHETAMINE BASE,4.0,203.26,50.81
2003,OKLAHOMA,PRACTITIONERS,D-AMPHETAMINE BASE,5.0,221.04,44.2
2003,OKLAHOMA,PRACTITIONERS,METHYLPHENIDATE,1.0,17.28,17.28
2003,OKLAHOMA,PRACTITIONERS,COCAINE,3.0,4.25,1.41
2003,OKLAHOMA,PRACTITIONERS,CODEINE,51.0,1243.94,24.39
2003,OKLAHOMA,PRACTITIONERS,OXYCODONE,6.0,109.85,18.3
2003,OKLAHOMA,PRACTITIONERS,HYDROMORPHONE,6.0,2.39,0.39
2003,OKLAHOMA,PRACTITIONERS,HYDROCODONE,914.0,2560.57,2.8
2003,OKLAHOMA,PRACTITIONERS,MEPERIDINE (PETHIDINE),81.0,1273.67,15.72
2003,OKLAHOMA,PRACTITIONERS,METHADONE,1.0,0.44,0.44
2003,OKLAHOMA,PRACTITIONERS,MORPHINE,69.0,211.02,3.05
2003,OKLAHOMA,PRACTITIONERS,FENTANYL BASE,67.0,3.66,0.05
2003,OKLAHOMA,TEACHING INSTITUTIONS,HYDROCODONE,1.0,0.36,0.36
2003,OKLAHOMA,MID-LEVEL PRACTITIONERS,HYDROCODONE,107.0,182.44,1.7
2003,OKLAHOMA,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),5.0,11.73,2.34
2003,OKLAHOMA,MID-LEVEL PRACTITIONERS,MORPHINE,11.0,7.03,0.63
2003,OREGON,PHARMACIES,DL-AMPHETAMINE BASE,635.0,28747.73,45.27
2003,OREGON,PHARMACIES,D-AMPHETAMINE BASE,644.0,46824.02,72.7
2003,OREGON,PHARMACIES,D-METHAMPHETAMINE,77.0,657.37,8.53
2003,OREGON,PHARMACIES,METHYLPHENIDATE,653.0,145862.1,223.37
2003,OREGON,PHARMACIES,COCAINE,17.0,161.7,9.51
2003,OREGON,PHARMACIES,CODEINE,666.0,235586.78,353.73
2003,OREGON,PHARMACIES,OXYCODONE,661.0,348661.06,527.47
2003,OREGON,PHARMACIES,HYDROMORPHONE,565.0,7363.37,13.03
2003,OREGON,PHARMACIES,HYDROCODONE,676.0,291449.27,431.13
2003,OREGON,PHARMACIES,MEPERIDINE (PETHIDINE),559.0,25156.14,45.0
2003,OREGON,PHARMACIES,METHADONE,649.0,112852.43,173.88
2003,OREGON,PHARMACIES,MORPHINE,659.0,244401.05,370.86
2003,OREGON,PHARMACIES,FENTANYL BASE,642.0,3315.02,5.16
2003,OREGON,HOSPITALS,DL-AMPHETAMINE BASE,30.0,303.41,10.11
2003,OREGON,HOSPITALS,D-AMPHETAMINE BASE,35.0,598.6,17.1
2003,OREGON,HOSPITALS,D-METHAMPHETAMINE,7.0,16.0,2.28
2003,OREGON,HOSPITALS,METHYLPHENIDATE,50.0,3018.45,60.36
2003,OREGON,HOSPITALS,COCAINE,48.0,905.52,18.86
2003,OREGON,HOSPITALS,CODEINE,78.0,15361.8,196.94
2003,OREGON,HOSPITALS,OXYCODONE,78.0,34059.38,436.65
2003,OREGON,HOSPITALS,HYDROMORPHONE,62.0,2573.64,41.51
2003,OREGON,HOSPITALS,HYDROCODONE,80.0,12224.97,152.81
2003,OREGON,HOSPITALS,MEPERIDINE (PETHIDINE),74.0,16679.1,225.39
2003,OREGON,HOSPITALS,METHADONE,65.0,9190.14,141.38
2003,OREGON,HOSPITALS,MORPHINE,76.0,52379.76,689.2
2003,OREGON,HOSPITALS,FENTANYL BASE,74.0,574.76,7.76
2003,OREGON,PRACTITIONERS,DL-AMPHETAMINE BASE,4.0,81.9,20.47
2003,OREGON,PRACTITIONERS,D-AMPHETAMINE BASE,4.0,88.22,22.05
2003,OREGON,PRACTITIONERS,METHYLPHENIDATE,3.0,324.44,108.14
2003,OREGON,PRACTITIONERS,COCAINE,14.0,48.31,3.45
2003,OREGON,PRACTITIONERS,CODEINE,75.0,1409.07,18.78
2003,OREGON,PRACTITIONERS,OXYCODONE,16.0,164.63,10.28
2003,OREGON,PRACTITIONERS,HYDROMORPHONE,38.0,45.08,1.18
2003,OREGON,PRACTITIONERS,HYDROCODONE,404.0,1381.35,3.41
2003,OREGON,PRACTITIONERS,MEPERIDINE (PETHIDINE),81.0,919.36,11.35
2003,OREGON,PRACTITIONERS,MORPHINE,134.0,831.8,6.2
2003,OREGON,PRACTITIONERS,FENTANYL BASE,201.0,33.02,0.16
2003,OREGON,MID-LEVEL PRACTITIONERS,CODEINE,4.0,23.07,5.76
2003,OREGON,MID-LEVEL PRACTITIONERS,HYDROCODONE,17.0,22.28,1.31
2003,OREGON,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),2.0,1.73,0.86
2003,OREGON,MID-LEVEL PRACTITIONERS,MORPHINE,3.0,1.2,0.4
2003,OREGON,MID-LEVEL PRACTITIONERS,FENTANYL BASE,2.0,0.0,0.0
2003,PENNSYLVANIA,PHARMACIES,DL-AMPHETAMINE BASE,2661.0,113236.82,42.55
2003,PENNSYLVANIA,PHARMACIES,D-AMPHETAMINE BASE,2676.0,156647.26,58.53
2003,PENNSYLVANIA,PHARMACIES,D-METHAMPHETAMINE,111.0,761.97,6.86
2003,PENNSYLVANIA,PHARMACIES,METHYLPHENIDATE,2755.0,677587.83,245.94
2003,PENNSYLVANIA,PHARMACIES,COCAINE,29.0,87.21,3.0
2003,PENNSYLVANIA,PHARMACIES,CODEINE,2834.0,798608.87,281.79
2003,PENNSYLVANIA,PHARMACIES,OXYCODONE,2824.0,1588216.6,562.39
2003,PENNSYLVANIA,PHARMACIES,HYDROMORPHONE,1883.0,18945.08,10.06
2003,PENNSYLVANIA,PHARMACIES,HYDROCODONE,2858.0,691433.44,241.92
2003,PENNSYLVANIA,PHARMACIES,MEPERIDINE (PETHIDINE),1752.0,69237.36,39.51
2003,PENNSYLVANIA,PHARMACIES,METHADONE,1870.0,100603.13,53.79
2003,PENNSYLVANIA,PHARMACIES,MORPHINE,2661.0,507104.62,190.56
2003,PENNSYLVANIA,PHARMACIES,FENTANYL BASE,2754.0,18857.92,6.84
2003,PENNSYLVANIA,HOSPITALS,DL-AMPHETAMINE BASE,102.0,1145.25,11.22
2003,PENNSYLVANIA,HOSPITALS,D-AMPHETAMINE BASE,130.0,1794.15,13.8
2003,PENNSYLVANIA,HOSPITALS,D-METHAMPHETAMINE,2.0,20.07,10.03
2003,PENNSYLVANIA,HOSPITALS,METHYLPHENIDATE,242.0,9423.73,38.94
2003,PENNSYLVANIA,HOSPITALS,COCAINE,188.0,2749.96,14.62
2003,PENNSYLVANIA,HOSPITALS,CODEINE,281.0,41471.15,147.58
2003,PENNSYLVANIA,HOSPITALS,OXYCODONE,292.0,95292.12,326.34
2003,PENNSYLVANIA,HOSPITALS,HYDROMORPHONE,244.0,7008.79,28.72
2003,PENNSYLVANIA,HOSPITALS,HYDROCODONE,271.0,13546.62,49.98
2003,PENNSYLVANIA,HOSPITALS,MEPERIDINE (PETHIDINE),264.0,75581.58,286.29
2003,PENNSYLVANIA,HOSPITALS,METHADONE,219.0,12457.38,56.88
2003,PENNSYLVANIA,HOSPITALS,MORPHINE,289.0,100128.81,346.46
2003,PENNSYLVANIA,HOSPITALS,FENTANYL BASE,305.0,2365.54,7.75
2003,PENNSYLVANIA,PRACTITIONERS,DL-AMPHETAMINE BASE,5.0,22.87,4.57
2003,PENNSYLVANIA,PRACTITIONERS,D-AMPHETAMINE BASE,11.0,34.81,3.16
2003,PENNSYLVANIA,PRACTITIONERS,METHYLPHENIDATE,7.0,41.15,5.87
2003,PENNSYLVANIA,PRACTITIONERS,COCAINE,32.0,252.27,7.88
2003,PENNSYLVANIA,PRACTITIONERS,CODEINE,324.0,18580.4,57.34
2003,PENNSYLVANIA,PRACTITIONERS,OXYCODONE,66.0,397.38,6.02
2003,PENNSYLVANIA,PRACTITIONERS,HYDROMORPHONE,66.0,40.6,0.61
2003,PENNSYLVANIA,PRACTITIONERS,HYDROCODONE,1307.0,4442.76,3.39
2003,PENNSYLVANIA,PRACTITIONERS,MEPERIDINE (PETHIDINE),168.0,2317.88,13.79
2003,PENNSYLVANIA,PRACTITIONERS,METHADONE,2.0,118.8,59.4
2003,PENNSYLVANIA,PRACTITIONERS,MORPHINE,205.0,298.87,1.45
2003,PENNSYLVANIA,PRACTITIONERS,FENTANYL BASE,409.0,55.78,0.13
2003,PENNSYLVANIA,TEACHING INSTITUTIONS,METHYLPHENIDATE,1.0,0.43,0.43
2003,PENNSYLVANIA,TEACHING INSTITUTIONS,CODEINE,1.0,16.08,16.08
2003,PENNSYLVANIA,TEACHING INSTITUTIONS,HYDROMORPHONE,1.0,29.93,29.93
2003,PENNSYLVANIA,TEACHING INSTITUTIONS,HYDROCODONE,1.0,13.39,13.39
2003,PENNSYLVANIA,TEACHING INSTITUTIONS,MORPHINE,2.0,63.73,31.86
2003,PENNSYLVANIA,TEACHING INSTITUTIONS,FENTANYL BASE,2.0,5.78,2.89
2003,PENNSYLVANIA,MID-LEVEL PRACTITIONERS,HYDROCODONE,23.0,17.94,0.78
2003,PUERTO RICO,PHARMACIES,DL-AMPHETAMINE BASE,275.0,2117.52,7.7
2003,PUERTO RICO,PHARMACIES,D-AMPHETAMINE BASE,287.0,4065.15,14.16
2003,PUERTO RICO,PHARMACIES,METHYLPHENIDATE,511.0,38256.67,74.86
2003,PUERTO RICO,PHARMACIES,CODEINE,856.0,34721.06,40.56
2003,PUERTO RICO,PHARMACIES,OXYCODONE,663.0,42086.58,63.47
2003,PUERTO RICO,PHARMACIES,HYDROMORPHONE,14.0,24.4,1.74
2003,PUERTO RICO,PHARMACIES,HYDROCODONE,893.0,20952.99,23.46
2003,PUERTO RICO,PHARMACIES,MEPERIDINE (PETHIDINE),515.0,15420.76,29.94
2003,PUERTO RICO,PHARMACIES,METHADONE,8.0,125.55,15.69
2003,PUERTO RICO,PHARMACIES,MORPHINE,249.0,5281.02,21.2
2003,PUERTO RICO,PHARMACIES,FENTANYL BASE,263.0,266.91,1.01
2003,PUERTO RICO,HOSPITALS,DL-AMPHETAMINE BASE,5.0,26.56,5.31
2003,PUERTO RICO,HOSPITALS,D-AMPHETAMINE BASE,8.0,59.52,7.44
2003,PUERTO RICO,HOSPITALS,METHYLPHENIDATE,16.0,550.23,34.38
2003,PUERTO RICO,HOSPITALS,CODEINE,88.0,4295.81,48.81
2003,PUERTO RICO,HOSPITALS,OXYCODONE,85.0,7411.49,87.19
2003,PUERTO RICO,HOSPITALS,HYDROMORPHONE,1.0,4.04,4.04
2003,PUERTO RICO,HOSPITALS,HYDROCODONE,50.0,609.4,12.18
2003,PUERTO RICO,HOSPITALS,MEPERIDINE (PETHIDINE),106.0,26769.32,252.54
2003,PUERTO RICO,HOSPITALS,METHADONE,3.0,93.73,31.24
2003,PUERTO RICO,HOSPITALS,MORPHINE,83.0,2885.9,34.76
2003,PUERTO RICO,HOSPITALS,FENTANYL BASE,76.0,92.38,1.21
2003,PUERTO RICO,PRACTITIONERS,COCAINE,1.0,3.57,3.57
2003,PUERTO RICO,PRACTITIONERS,CODEINE,10.0,200.0,20.0
2003,PUERTO RICO,PRACTITIONERS,HYDROCODONE,516.0,307.23,0.59
2003,PUERTO RICO,PRACTITIONERS,MEPERIDINE (PETHIDINE),2.0,135.94,67.97
2003,PUERTO RICO,PRACTITIONERS,MORPHINE,2.0,1.02,0.51
2003,PUERTO RICO,PRACTITIONERS,FENTANYL BASE,8.0,2.4,0.3
2003,PUERTO RICO,TEACHING INSTITUTIONS,COCAINE,1.0,10.92,10.92
2003,RHODE ISLAND,PHARMACIES,DL-AMPHETAMINE BASE,178.0,13662.14,76.75
2003,RHODE ISLAND,PHARMACIES,D-AMPHETAMINE BASE,179.0,21014.48,117.39
2003,RHODE ISLAND,PHARMACIES,D-METHAMPHETAMINE,6.0,18.4,3.06
2003,RHODE ISLAND,PHARMACIES,METHYLPHENIDATE,179.0,56245.11,314.21
2003,RHODE ISLAND,PHARMACIES,COCAINE,1.0,22.32,22.32
2003,RHODE ISLAND,PHARMACIES,CODEINE,180.0,67849.96,376.94
2003,RHODE ISLAND,PHARMACIES,OXYCODONE,185.0,110508.65,597.34
2003,RHODE ISLAND,PHARMACIES,HYDROMORPHONE,135.0,1259.56,9.33
2003,RHODE ISLAND,PHARMACIES,HYDROCODONE,186.0,61000.7,327.96
2003,RHODE ISLAND,PHARMACIES,MEPERIDINE (PETHIDINE),106.0,4671.11,44.06
2003,RHODE ISLAND,PHARMACIES,METHADONE,131.0,4094.42,31.25
2003,RHODE ISLAND,PHARMACIES,MORPHINE,166.0,23548.4,141.85
2003,RHODE ISLAND,PHARMACIES,FENTANYL BASE,176.0,759.01,4.31
2003,RHODE ISLAND,HOSPITALS,DL-AMPHETAMINE BASE,8.0,339.47,42.43
2003,RHODE ISLAND,HOSPITALS,D-AMPHETAMINE BASE,11.0,483.69,43.97
2003,RHODE ISLAND,HOSPITALS,METHYLPHENIDATE,20.0,1932.69,96.63
2003,RHODE ISLAND,HOSPITALS,COCAINE,10.0,199.64,19.96
2003,RHODE ISLAND,HOSPITALS,CODEINE,22.0,4770.14,216.82
2003,RHODE ISLAND,HOSPITALS,OXYCODONE,20.0,12322.1,616.1
2003,RHODE ISLAND,HOSPITALS,HYDROMORPHONE,16.0,814.97,50.93
2003,RHODE ISLAND,HOSPITALS,HYDROCODONE,21.0,2101.64,100.07
2003,RHODE ISLAND,HOSPITALS,MEPERIDINE (PETHIDINE),16.0,5688.56,355.53
2003,RHODE ISLAND,HOSPITALS,METHADONE,18.0,949.48,52.74
2003,RHODE ISLAND,HOSPITALS,MORPHINE,18.0,5694.43,316.35
2003,RHODE ISLAND,HOSPITALS,FENTANYL BASE,19.0,136.55,7.18
2003,RHODE ISLAND,PRACTITIONERS,COCAINE,3.0,51.97,17.32
2003,RHODE ISLAND,PRACTITIONERS,CODEINE,9.0,93.46,10.38
2003,RHODE ISLAND,PRACTITIONERS,OXYCODONE,3.0,4.37,1.45
2003,RHODE ISLAND,PRACTITIONERS,HYDROMORPHONE,10.0,1.91,0.19
2003,RHODE ISLAND,PRACTITIONERS,HYDROCODONE,63.0,246.53,3.91
2003,RHODE ISLAND,PRACTITIONERS,MEPERIDINE (PETHIDINE),29.0,592.0,20.41
2003,RHODE ISLAND,PRACTITIONERS,MORPHINE,25.0,25.04,1.0
2003,RHODE ISLAND,PRACTITIONERS,FENTANYL BASE,38.0,2.03,0.05
2003,RHODE ISLAND,MID-LEVEL PRACTITIONERS,HYDROCODONE,1.0,0.44,0.44
2003,SOUTH CAROLINA,PHARMACIES,DL-AMPHETAMINE BASE,883.0,59748.55,67.66
2003,SOUTH CAROLINA,PHARMACIES,D-AMPHETAMINE BASE,884.0,70578.09,79.83
2003,SOUTH CAROLINA,PHARMACIES,D-METHAMPHETAMINE,36.0,114.04,3.16
2003,SOUTH CAROLINA,PHARMACIES,METHYLPHENIDATE,893.0,222747.76,249.43
2003,SOUTH CAROLINA,PHARMACIES,COCAINE,6.0,69.37,11.56
2003,SOUTH CAROLINA,PHARMACIES,CODEINE,919.0,141096.75,153.53
2003,SOUTH CAROLINA,PHARMACIES,OXYCODONE,906.0,404962.79,446.97
2003,SOUTH CAROLINA,PHARMACIES,HYDROMORPHONE,654.0,5529.66,8.45
2003,SOUTH CAROLINA,PHARMACIES,HYDROCODONE,942.0,378272.29,401.56
2003,SOUTH CAROLINA,PHARMACIES,MEPERIDINE (PETHIDINE),885.0,114399.12,129.26
2003,SOUTH CAROLINA,PHARMACIES,METHADONE,413.0,18277.74,44.25
2003,SOUTH CAROLINA,PHARMACIES,MORPHINE,866.0,122007.32,140.88
2003,SOUTH CAROLINA,PHARMACIES,FENTANYL BASE,874.0,4054.65,4.63
2003,SOUTH CAROLINA,HOSPITALS,DL-AMPHETAMINE BASE,44.0,1130.11,25.68
2003,SOUTH CAROLINA,HOSPITALS,D-AMPHETAMINE BASE,48.0,1760.37,36.67
2003,SOUTH CAROLINA,HOSPITALS,D-METHAMPHETAMINE,3.0,14.01,4.67
2003,SOUTH CAROLINA,HOSPITALS,METHYLPHENIDATE,74.0,8985.83,121.43
2003,SOUTH CAROLINA,HOSPITALS,COCAINE,67.0,583.67,8.71
2003,SOUTH CAROLINA,HOSPITALS,CODEINE,109.0,145084.56,1331.05
2003,SOUTH CAROLINA,HOSPITALS,OXYCODONE,120.0,25353.11,211.27
2003,SOUTH CAROLINA,HOSPITALS,HYDROMORPHONE,101.0,1996.22,19.76
2003,SOUTH CAROLINA,HOSPITALS,HYDROCODONE,121.0,50709.13,419.08
2003,SOUTH CAROLINA,HOSPITALS,MEPERIDINE (PETHIDINE),128.0,47322.84,369.7
2003,SOUTH CAROLINA,HOSPITALS,METHADONE,57.0,4074.59,71.48
2003,SOUTH CAROLINA,HOSPITALS,MORPHINE,127.0,31537.54,248.32
2003,SOUTH CAROLINA,HOSPITALS,FENTANYL BASE,134.0,715.15,5.33
2003,SOUTH CAROLINA,PRACTITIONERS,METHYLPHENIDATE,2.0,6.03,3.01
2003,SOUTH CAROLINA,PRACTITIONERS,COCAINE,6.0,30.15,5.02
2003,SOUTH CAROLINA,PRACTITIONERS,CODEINE,39.0,552.49,14.16
2003,SOUTH CAROLINA,PRACTITIONERS,OXYCODONE,3.0,1.75,0.58
2003,SOUTH CAROLINA,PRACTITIONERS,HYDROMORPHONE,11.0,2.18,0.19
2003,SOUTH CAROLINA,PRACTITIONERS,HYDROCODONE,722.0,1337.23,1.85
2003,SOUTH CAROLINA,PRACTITIONERS,MEPERIDINE (PETHIDINE),108.0,1530.98,14.17
2003,SOUTH CAROLINA,PRACTITIONERS,MORPHINE,77.0,442.26,5.74
2003,SOUTH CAROLINA,PRACTITIONERS,FENTANYL BASE,109.0,4.01,0.03
2003,SOUTH CAROLINA,MID-LEVEL PRACTITIONERS,HYDROCODONE,1.0,0.52,0.52
2003,SOUTH CAROLINA,MID-LEVEL PRACTITIONERS,MORPHINE,12.0,6.98,0.58
2003,SOUTH DAKOTA,PHARMACIES,DL-AMPHETAMINE BASE,171.0,8016.43,46.87
2003,SOUTH DAKOTA,PHARMACIES,D-AMPHETAMINE BASE,175.0,11393.75,65.1
2003,SOUTH DAKOTA,PHARMACIES,D-METHAMPHETAMINE,7.0,61.65,8.8
2003,SOUTH DAKOTA,PHARMACIES,METHYLPHENIDATE,181.0,36214.08,200.07
2003,SOUTH DAKOTA,PHARMACIES,CODEINE,188.0,48388.8,257.38
2003,SOUTH DAKOTA,PHARMACIES,OXYCODONE,183.0,39038.69,213.32
2003,SOUTH DAKOTA,PHARMACIES,HYDROMORPHONE,100.0,842.57,8.42
2003,SOUTH DAKOTA,PHARMACIES,HYDROCODONE,190.0,27537.41,144.93
2003,SOUTH DAKOTA,PHARMACIES,MEPERIDINE (PETHIDINE),128.0,3681.46,28.76
2003,SOUTH DAKOTA,PHARMACIES,METHADONE,100.0,2361.38,23.61
2003,SOUTH DAKOTA,PHARMACIES,MORPHINE,170.0,12792.22,75.24
2003,SOUTH DAKOTA,PHARMACIES,FENTANYL BASE,181.0,590.4,3.26
2003,SOUTH DAKOTA,HOSPITALS,DL-AMPHETAMINE BASE,20.0,324.37,16.21
2003,SOUTH DAKOTA,HOSPITALS,D-AMPHETAMINE BASE,24.0,723.65,30.15
2003,SOUTH DAKOTA,HOSPITALS,METHYLPHENIDATE,36.0,2852.75,79.24
2003,SOUTH DAKOTA,HOSPITALS,COCAINE,34.0,431.04,12.67
2003,SOUTH DAKOTA,HOSPITALS,CODEINE,70.0,11812.98,168.75
2003,SOUTH DAKOTA,HOSPITALS,OXYCODONE,71.0,12842.43,180.87
2003,SOUTH DAKOTA,HOSPITALS,HYDROMORPHONE,36.0,401.03,11.13
2003,SOUTH DAKOTA,HOSPITALS,HYDROCODONE,72.0,3613.5,50.18
2003,SOUTH DAKOTA,HOSPITALS,MEPERIDINE (PETHIDINE),71.0,7942.0,111.85
2003,SOUTH DAKOTA,HOSPITALS,METHADONE,21.0,541.67,25.79
2003,SOUTH DAKOTA,HOSPITALS,MORPHINE,76.0,11660.19,153.42
2003,SOUTH DAKOTA,HOSPITALS,FENTANYL BASE,72.0,225.56,3.13
2003,SOUTH DAKOTA,PRACTITIONERS,DL-AMPHETAMINE BASE,1.0,0.9,0.9
2003,SOUTH DAKOTA,PRACTITIONERS,D-AMPHETAMINE BASE,1.0,0.97,0.97
2003,SOUTH DAKOTA,PRACTITIONERS,METHYLPHENIDATE,1.0,1.72,1.72
2003,SOUTH DAKOTA,PRACTITIONERS,COCAINE,3.0,6.05,2.01
2003,SOUTH DAKOTA,PRACTITIONERS,CODEINE,15.0,122.65,8.17
2003,SOUTH DAKOTA,PRACTITIONERS,OXYCODONE,1.0,0.44,0.44
2003,SOUTH DAKOTA,PRACTITIONERS,HYDROMORPHONE,4.0,1.27,0.31
2003,SOUTH DAKOTA,PRACTITIONERS,HYDROCODONE,41.0,469.59,11.45
2003,SOUTH DAKOTA,PRACTITIONERS,MEPERIDINE (PETHIDINE),21.0,205.86,9.8
2003,SOUTH DAKOTA,PRACTITIONERS,MORPHINE,19.0,10.77,0.56
2003,SOUTH DAKOTA,PRACTITIONERS,FENTANYL BASE,18.0,0.68,0.03
2003,SOUTH DAKOTA,TEACHING INSTITUTIONS,CODEINE,1.0,5.0,5.0
2003,SOUTH DAKOTA,TEACHING INSTITUTIONS,MORPHINE,1.0,3.42,3.42
2003,SOUTH DAKOTA,MID-LEVEL PRACTITIONERS,HYDROCODONE,1.0,1.22,1.22
2003,TENNESSEE,PHARMACIES,DL-AMPHETAMINE BASE,1297.0,57154.91,44.06
2003,TENNESSEE,PHARMACIES,D-AMPHETAMINE BASE,1305.0,74000.23,56.7
2003,TENNESSEE,PHARMACIES,D-METHAMPHETAMINE,52.0,250.5,4.81
2003,TENNESSEE,PHARMACIES,METHYLPHENIDATE,1330.0,212653.13,159.88
2003,TENNESSEE,PHARMACIES,COCAINE,14.0,90.51,6.46
2003,TENNESSEE,PHARMACIES,CODEINE,1347.0,518709.17,385.08
2003,TENNESSEE,PHARMACIES,OXYCODONE,1347.0,764976.27,567.91
2003,TENNESSEE,PHARMACIES,HYDROMORPHONE,926.0,12339.42,13.32
2003,TENNESSEE,PHARMACIES,HYDROCODONE,1374.0,826316.37,601.39
2003,TENNESSEE,PHARMACIES,MEPERIDINE (PETHIDINE),1328.0,205485.05,154.73
2003,TENNESSEE,PHARMACIES,METHADONE,1084.0,70397.63,64.94
2003,TENNESSEE,PHARMACIES,MORPHINE,1358.0,480380.01,353.74
2003,TENNESSEE,PHARMACIES,FENTANYL BASE,1315.0,7994.5,6.07
2003,TENNESSEE,HOSPITALS,DL-AMPHETAMINE BASE,43.0,395.85,9.2
2003,TENNESSEE,HOSPITALS,D-AMPHETAMINE BASE,57.0,827.61,14.51
2003,TENNESSEE,HOSPITALS,D-METHAMPHETAMINE,2.0,35.29,17.64
2003,TENNESSEE,HOSPITALS,METHYLPHENIDATE,129.0,2652.57,20.56
2003,TENNESSEE,HOSPITALS,COCAINE,102.0,2175.99,21.33
2003,TENNESSEE,HOSPITALS,CODEINE,175.0,19833.42,113.33
2003,TENNESSEE,HOSPITALS,OXYCODONE,183.0,43644.82,238.49
2003,TENNESSEE,HOSPITALS,HYDROMORPHONE,159.0,3744.76,23.55
2003,TENNESSEE,HOSPITALS,HYDROCODONE,196.0,18592.01,94.85
2003,TENNESSEE,HOSPITALS,MEPERIDINE (PETHIDINE),177.0,67611.29,381.98
2003,TENNESSEE,HOSPITALS,METHADONE,133.0,5628.32,42.31
2003,TENNESSEE,HOSPITALS,MORPHINE,193.0,69125.3,358.16
2003,TENNESSEE,HOSPITALS,FENTANYL BASE,191.0,913.28,4.78
2003,TENNESSEE,PRACTITIONERS,DL-AMPHETAMINE BASE,1.0,41.66,41.66
2003,TENNESSEE,PRACTITIONERS,D-AMPHETAMINE BASE,1.0,44.9,44.9
2003,TENNESSEE,PRACTITIONERS,COCAINE,34.0,242.12,7.12
2003,TENNESSEE,PRACTITIONERS,CODEINE,85.0,2854.86,33.58
2003,TENNESSEE,PRACTITIONERS,OXYCODONE,43.0,190.8,4.43
2003,TENNESSEE,PRACTITIONERS,HYDROMORPHONE,40.0,84.8,2.12
2003,TENNESSEE,PRACTITIONERS,HYDROCODONE,2736.0,7112.36,2.59
2003,TENNESSEE,PRACTITIONERS,MEPERIDINE (PETHIDINE),200.0,8163.02,40.81
2003,TENNESSEE,PRACTITIONERS,MORPHINE,151.0,524.28,3.47
2003,TENNESSEE,PRACTITIONERS,FENTANYL BASE,204.0,29.36,0.14
2003,TENNESSEE,MID-LEVEL PRACTITIONERS,CODEINE,2.0,144.49,72.24
2003,TENNESSEE,MID-LEVEL PRACTITIONERS,OXYCODONE,1.0,0.44,0.44
2003,TENNESSEE,MID-LEVEL PRACTITIONERS,HYDROCODONE,430.0,411.85,0.95
2003,TENNESSEE,MID-LEVEL PRACTITIONERS,MEPERIDINE (PETHIDINE),8.0,10.72,1.34
2003,TENNESSEE,MID-LEVEL PRACTITIONERS,MORPHINE,19.0,5.27,0.27
2003,TEXAS,PHARMACIES,DL-AMPHETAMINE BASE,3516.0,205488.43,58.44
2003,TEXAS,PHARMACIES,D-AMPHETAMINE BASE,3544.0,255858.14,72.19
2003,TEXAS,PHARMACIES,D-METHAMPHETAMINE,188.0,1133.87,6.03
2003,TEXAS,PHARMACIES,METHYLPHENIDATE,3602.0,820353.82,227.74
2003,TEXAS,PHARMACIES,COCAINE,39.0,277.75,7.12
2003,TEXAS,PHARMACIES,CODEINE,3928.0,948830.8,241.55
2003,TEXAS,PHARMACIES,OXYCODONE,3488.0,790865.86,226.73
2003,TEXAS,PHARMACIES,HYDROMORPHONE,2075.0,22261.29,10.72
2003,TEXAS,PHARMACIES,HYDROCODONE,4063.0,2076253.94,511.01
2003,TEXAS,PHARMACIES,MEPERIDINE (PETHIDINE),2334.0,82571.42,35.37
2003,TEXAS,PHARMACIES,METHADONE,2626.0,149344.6,56.87
2003,TEXAS,PHARMACIES,MORPHINE,3277.0,444291.7,135.57
2003,TEXAS,PHARMACIES,FENTANYL BASE,3388.0,12893.93,3.8
2003,TEXAS,HOSPITALS,DL-AMPHETAMINE BASE,171.0,3582.02,20.94
2003,TEXAS,HOSPITALS,D-AMPHETAMINE BASE,200.0,5531.65,27.65
2003,TEXAS,HOSPITALS,D-METHAMPHETAMINE,1.0,1.6,1.6
2003,TEXAS,HOSPITALS,METHYLPHENIDATE,411.0,30245.07,73.58
2003,TEXAS,HOSPITALS,COCAINE,343.0,2863.33,8.34
2003,TEXAS,HOSPITALS,CODEINE,714.0,115163.78,161.29
2003,TEXAS,HOSPITALS,OXYCODONE,589.0,74523.99,126.52
2003,TEXAS,HOSPITALS,HYDROMORPHONE,455.0,7814.98,17.17
2003,TEXAS,HOSPITALS,HYDROCODONE,766.0,98417.42,128.48
2003,TEXAS,HOSPITALS,MEPERIDINE (PETHIDINE),761.0,232281.41,305.23
2003,TEXAS,HOSPITALS,METHADONE,444.0,20169.2,45.42
2003,TEXAS,HOSPITALS,MORPHINE,856.0,153881.96,179.76
2003,TEXAS,HOSPITALS,FENTANYL BASE,820.0,2707.38,3.3
2003,TEXAS,PRACTITIONERS,DL-AMPHETAMINE BASE,7.0,108.06,15.43
