Year,State,Drug,Q1,Q2,Q3,Q4,TOTAL TO DATE
2005,OREGON,MORPHINE,2612.88,2401.23,2522.43,2365.64,9902.19
2005,PENNSYLVANIA,MORPHINE,1362.41,1371.45,1432.41,1447.85,5614.14
2005,PUERTO RICO,MORPHINE,52.02,63.83,61.22,47.15,224.23
2005,RHODE ISLAND,MORPHINE,908.89,841.91,1018.02,863.76,3632.6
2005,SOUTH CAROLINA,MORPHINE,1191.22,990.55,1311.51,1007.92,4501.21
2005,SOUTH DAKOTA,MORPHINE,946.65,1050.42,1122.62,1006.55,4126.26
2005,TENNESSEE,MORPHINE,3428.3,3349.52,2847.5,2628.98,12254.31
2005,TEXAS,MORPHINE,849.62,795.08,903.34,811.66,3359.71
2005,UTAH,MORPHINE,1530.92,1492.25,1632.55,1658.26,6314.0
2005,VIRGINIA,MORPHINE,1107.67,965.29,1160.01,1105.48,4338.46
2005,VIRGIN ISLANDS,MORPHINE,87.55,79.69,103.12,140.39,410.77
2005,VERMONT,MORPHINE,2010.64,1835.25,2166.08,1966.39,7978.38
2005,WASHINGTON,MORPHINE,2179.44,1949.2,2283.56,1994.26,8406.47
2005,WISCONSIN,MORPHINE,1334.28,1589.57,1511.13,1365.3,5800.29
2005,WEST VIRGINIA,MORPHINE,1460.07,1483.21,1589.54,1591.02,6123.85
2005,WYOMING,MORPHINE,1287.91,1297.43,1486.37,1453.99,5525.72
2005,UNITED STATES TOTAL,MORPHINE,1369.86,1299.21,1439.72,1311.38,5420.18
2005,ALASKA,FENTANYL BASE,44.69,39.05,44.26,36.87,164.89
2005,ALABAMA,FENTANYL BASE,39.28,32.74,40.12,36.01,148.16
2005,ARKANSAS,FENTANYL BASE,32.98,28.87,39.95,29.68,131.51
2005,AMERICAN SAMOA,FENTANYL BASE,0.01,0.01,0.02,0.12,0.18
2005,ARIZONA,FENTANYL BASE,56.32,50.61,49.27,34.64,190.86
2005,CALIFORNIA,FENTANYL BASE,31.27,28.92,32.24,29.64,122.08
2005,COLORADO,FENTANYL BASE,35.33,32.98,36.06,32.06,136.44
2005,CONNECTICUT,FENTANYL BASE,51.06,43.01,50.69,40.13,184.91
2005,DISTRICT OF COLUMBIA,FENTANYL BASE,26.59,21.67,24.92,26.55,99.74
2005,DELAWARE,FENTANYL BASE,39.16,36.1,39.84,41.26,156.38
2005,FLORIDA,FENTANYL BASE,42.61,37.91,41.64,30.09,152.27
2005,GEORGIA,FENTANYL BASE,36.6,28.81,37.29,29.02,131.74
2005,GUAM,FENTANYL BASE,7.27,3.7,5.59,8.24,24.81
2005,HAWAII,FENTANYL BASE,26.02,15.09,22.37,21.41,84.9
2005,IOWA,FENTANYL BASE,30.26,29.31,28.22,31.56,119.35
2005,IDAHO,FENTANYL BASE,31.37,29.49,31.89,27.55,120.31
2005,ILLINOIS,FENTANYL BASE,30.52,27.37,28.08,22.29,108.27
2005,INDIANA,FENTANYL BASE,45.39,42.44,44.67,37.59,170.11
2005,KANSAS,FENTANYL BASE,37.66,34.6,37.47,33.81,143.56
2005,KENTUCKY,FENTANYL BASE,41.55,33.24,38.29,34.27,147.37
2005,LOUISIANA,FENTANYL BASE,32.82,31.6,31.18,28.23,123.85
2005,MASSACHUSETTS,FENTANYL BASE,36.18,28.33,32.91,26.79,124.22
2005,MARYLAND,FENTANYL BASE,38.42,37.75,38.76,35.85,150.79
2005,MAINE,FENTANYL BASE,38.59,30.88,39.16,31.98,140.62
2005,MICHIGAN,FENTANYL BASE,42.95,35.63,42.62,38.94,160.16
2005,MINNESOTA,FENTANYL BASE,30.77,30.27,29.83,25.67,116.55
2005,MISSOURI,FENTANYL BASE,43.26,40.8,44.62,39.2,167.89
2005,MISSISSIPPI,FENTANYL BASE,39.38,30.32,38.5,35.66,143.88
2005,MONTANA,FENTANYL BASE,36.45,34.42,36.31,35.52,142.72
2005,NORTH CAROLINA,FENTANYL BASE,42.98,37.01,42.11,40.58,162.7
2005,NORTH DAKOTA,FENTANYL BASE,31.81,32.04,32.94,32.67,129.47
2005,NEBRASKA,FENTANYL BASE,33.57,31.71,32.45,29.45,127.2
2005,NEW HAMPSHIRE,FENTANYL BASE,36.06,30.89,37.79,30.7,135.45
2005,NEW JERSEY,FENTANYL BASE,43.37,35.78,40.64,39.77,159.58
2005,NEW MEXICO,FENTANYL BASE,30.73,28.51,29.18,23.48,111.93
2005,NEVADA,FENTANYL BASE,42.16,38.75,38.45,36.33,155.72
2005,NEW YORK,FENTANYL BASE,33.55,30.04,32.27,31.63,127.49
2005,OHIO,FENTANYL BASE,49.17,47.61,51.05,37.63,185.47
2005,OKLAHOMA,FENTANYL BASE,44.85,40.98,48.64,44.24,178.72
2005,OREGON,FENTANYL BASE,38.85,34.15,37.73,33.82,144.56
2005,PENNSYLVANIA,FENTANYL BASE,53.96,49.16,52.15,47.38,202.67
2005,PUERTO RICO,FENTANYL BASE,3.18,2.16,2.3,2.13,9.78
2005,RHODE ISLAND,FENTANYL BASE,34.77,28.44,35.74,30.54,129.51
2005,SOUTH CAROLINA,FENTANYL BASE,38.12,30.06,37.42,28.92,134.54
2005,SOUTH DAKOTA,FENTANYL BASE,33.86,35.17,36.6,30.77,136.41
2005,TENNESSEE,FENTANYL BASE,55.1,44.83,48.53,41.25,189.72
2005,TEXAS,FENTANYL BASE,26.08,23.45,26.15,22.98,98.68
2005,UTAH,FENTANYL BASE,38.6,37.1,40.48,37.13,153.34
2005,VIRGINIA,FENTANYL BASE,32.08,25.35,30.61,27.78,115.82
2005,VIRGIN ISLANDS,FENTANYL BASE,6.41,6.63,4.74,4.0,21.8
2005,VERMONT,FENTANYL BASE,40.44,35.3,39.11,36.67,151.54
2005,WASHINGTON,FENTANYL BASE,31.93,27.87,31.49,26.43,117.74
2005,WISCONSIN,FENTANYL BASE,35.48,36.56,35.74,30.44,138.25
2005,WEST VIRGINIA,FENTANYL BASE,50.57,46.29,50.17,44.27,191.32
2005,WYOMING,FENTANYL BASE,32.81,23.95,29.45,26.87,113.1
2005,UNITED STATES TOTAL,FENTANYL BASE,37.46,33.33,36.83,32.02,139.66
2006,ALABAMA,AMPHETAMINE,1134.58,1072.51,1053.93,1178.8,4439.81
2006,ALASKA,AMPHETAMINE,567.02,530.77,530.25,535.74,2163.78
2006,ARIZONA,AMPHETAMINE,759.99,817.28,825.09,879.86,3282.21
2006,ARKANSAS,AMPHETAMINE,805.55,745.99,736.69,779.93,3068.16
2006,CALIFORNIA,AMPHETAMINE,334.21,352.71,335.13,350.81,1372.87
2006,COLORADO,AMPHETAMINE,533.67,525.62,529.84,566.34,2155.48
2006,CONNECTICUT,AMPHETAMINE,621.05,616.1,595.03,623.09,2455.27
2006,DELAWARE,AMPHETAMINE,1182.61,1400.22,1333.8,1539.38,5456.01
2006,DISTRICT OF COLUMBIA,AMPHETAMINE,458.28,590.99,622.69,628.51,2300.46
2006,FLORIDA,AMPHETAMINE,718.7,677.7,680.21,725.13,2801.74
2006,GEORGIA,AMPHETAMINE,927.78,848.83,872.2,937.49,3586.3
2006,GUAM,AMPHETAMINE,133.11,116.57,98.42,118.61,466.71
2006,HAWAII,AMPHETAMINE,200.3,225.89,215.05,220.3,861.53
2006,IDAHO,AMPHETAMINE,533.79,545.25,541.0,578.89,2198.92
2006,ILLINOIS,AMPHETAMINE,509.61,510.83,495.07,531.44,2046.95
2006,INDIANA,AMPHETAMINE,732.42,804.94,806.22,893.63,3237.21
2006,IOWA,AMPHETAMINE,800.46,787.24,754.43,801.36,3143.49
2006,KANSAS,AMPHETAMINE,812.3,805.74,774.15,799.21,3191.4
2006,KENTUCKY,AMPHETAMINE,795.68,750.36,754.4,818.82,3119.26
2006,LOUISIANA,AMPHETAMINE,1184.89,1111.57,1135.45,1262.46,4694.38
2006,MAINE,AMPHETAMINE,849.38,850.4,834.93,845.53,3380.24
2006,MARYLAND,AMPHETAMINE,684.88,743.99,706.39,775.69,2910.94
2006,MASSACHUSETTS,AMPHETAMINE,867.23,858.16,817.39,905.72,3448.5
2006,MICHIGAN,AMPHETAMINE,697.68,689.57,662.84,754.98,2805.08
2006,MINNESOTA,AMPHETAMINE,833.57,774.44,793.49,882.68,3284.18
2006,MISSISSIPPI,AMPHETAMINE,679.51,643.34,663.11,736.71,2722.68
2006,MISSOURI,AMPHETAMINE,1016.79,984.03,972.2,983.77,3956.79
2006,MONTANA,AMPHETAMINE,600.76,562.84,565.94,598.64,2328.17
2006,NEBRASKA,AMPHETAMINE,599.33,578.85,562.65,578.18,2319.01
2006,NEVADA,AMPHETAMINE,437.25,476.77,445.64,482.51,1842.17
2006,NEW HAMPSHIRE,AMPHETAMINE,1035.89,1014.36,988.4,1040.43,4079.07
2006,NEW JERSEY,AMPHETAMINE,396.56,446.81,424.39,439.32,1707.09
2006,NEW MEXICO,AMPHETAMINE,505.13,453.66,403.88,423.03,1785.7
2006,NEW YORK,AMPHETAMINE,369.02,333.69,350.22,358.63,1411.56
2006,NORTH CAROLINA,AMPHETAMINE,891.34,842.72,808.83,911.9,3454.79
2006,NORTH DAKOTA,AMPHETAMINE,455.71,511.44,492.44,563.2,2022.78
2006,OHIO,AMPHETAMINE,1029.87,1064.45,1023.63,1157.34,4275.29
2006,OKLAHOMA,AMPHETAMINE,686.52,657.54,661.03,690.14,2695.23
2006,OREGON,AMPHETAMINE,753.45,767.14,736.68,769.7,3026.98
2006,PENNSYLVANIA,AMPHETAMINE,688.76,726.6,735.12,795.14,2945.61
2006,PUERTO RICO,AMPHETAMINE,70.15,56.56,58.27,69.61,254.6
2006,RHODE ISLAND,AMPHETAMINE,1210.31,1172.79,1121.93,1197.71,4702.73
2006,SOUTH CAROLINA,AMPHETAMINE,1242.82,1131.9,1174.97,1271.31,4821.01
2006,SOUTH DAKOTA,AMPHETAMINE,941.23,953.81,872.68,785.95,3553.68
2006,TENNESSEE,AMPHETAMINE,898.88,859.86,876.51,956.61,3591.85
2006,TEXAS,AMPHETAMINE,744.77,739.91,758.27,814.44,3057.39
2006,UTAH,AMPHETAMINE,1002.55,1005.68,1010.76,1057.95,4076.95
2006,VERMONT,AMPHETAMINE,700.44,710.26,705.09,765.59,2881.39
2006,VIRGIN ISLANDS,AMPHETAMINE,63.53,78.68,56.61,97.13,295.95
2006,VIRGINIA,AMPHETAMINE,854.23,866.9,806.57,902.61,3430.31
2006,WASHINGTON,AMPHETAMINE,779.08,789.28,749.04,773.3,3090.69
2006,WEST VIRGINIA,AMPHETAMINE,892.97,853.15,836.57,931.55,3514.25
2006,WISCONSIN,AMPHETAMINE,1045.5,1050.81,1017.91,1149.12,4263.34
2006,WYOMING,AMPHETAMINE,497.04,479.49,476.48,493.28,1946.28
2006,U.S. TOTAL,AMPHETAMINE,735.93,732.13,722.45,779.25,2969.76
2006,ALABAMA,D-METHAMPHETAMINE,1.4,1.49,1.13,1.6,5.62
2006,ALASKA,D-METHAMPHETAMINE,0.83,0.96,1.28,0.7,3.76
2006,ARIZONA,D-METHAMPHETAMINE,2.21,2.66,3.0,2.62,10.49
2006,ARKANSAS,D-METHAMPHETAMINE,0.52,0.42,0.21,0.22,1.38
2006,CALIFORNIA,D-METHAMPHETAMINE,1.99,1.89,2.03,1.72,7.62
2006,COLORADO,D-METHAMPHETAMINE,1.18,1.15,1.34,1.17,4.85
2006,CONNECTICUT,D-METHAMPHETAMINE,1.12,1.3,0.98,1.07,4.46
2006,DELAWARE,D-METHAMPHETAMINE,1.74,2.45,2.86,2.35,9.4
2006,DISTRICT OF COLUMBIA,D-METHAMPHETAMINE,1.47,1.82,1.82,1.68,6.79
2006,FLORIDA,D-METHAMPHETAMINE,0.64,0.7,0.69,0.69,2.71
2006,GEORGIA,D-METHAMPHETAMINE,0.66,0.76,0.76,0.6,2.78
2006,HAWAII,D-METHAMPHETAMINE,0.66,1.06,0.69,1.29,3.7
2006,IDAHO,D-METHAMPHETAMINE,1.95,1.76,1.64,1.73,7.08
2006,ILLINOIS,D-METHAMPHETAMINE,0.47,0.76,0.74,0.7,2.67
2006,INDIANA,D-METHAMPHETAMINE,1.02,1.65,1.57,1.63,5.86
2006,IOWA,D-METHAMPHETAMINE,0.6,0.71,0.71,0.7,2.72
2006,KANSAS,D-METHAMPHETAMINE,1.04,1.16,1.28,0.76,4.24
2006,KENTUCKY,D-METHAMPHETAMINE,0.37,0.37,0.5,0.4,1.62
2006,LOUISIANA,D-METHAMPHETAMINE,0.87,0.88,0.75,0.64,3.14
2006,MAINE,D-METHAMPHETAMINE,0.6,0.75,0.53,0.28,2.16
2006,MARYLAND,D-METHAMPHETAMINE,1.5,2.13,2.06,2.26,7.95
2006,MASSACHUSETTS,D-METHAMPHETAMINE,0.95,1.38,0.98,0.96,4.28
2006,MICHIGAN,D-METHAMPHETAMINE,0.38,0.49,0.35,0.27,1.49
2006,MINNESOTA,D-METHAMPHETAMINE,4.38,3.29,3.88,4.14,15.69
2006,MISSISSIPPI,D-METHAMPHETAMINE,1.28,1.76,1.7,1.67,6.41
2006,MISSOURI,D-METHAMPHETAMINE,1.04,0.92,1.12,0.66,3.75
2006,MONTANA,D-METHAMPHETAMINE,1.38,1.24,1.6,0.98,5.19
2006,NEBRASKA,D-METHAMPHETAMINE,1.4,1.54,1.8,1.34,6.09
2006,NEVADA,D-METHAMPHETAMINE,1.72,1.88,2.24,2.36,8.21
2006,NEW HAMPSHIRE,D-METHAMPHETAMINE,0.74,0.65,0.36,0.55,2.3
2006,NEW JERSEY,D-METHAMPHETAMINE,0.45,0.68,0.59,0.4,2.12
2006,NEW MEXICO,D-METHAMPHETAMINE,1.78,1.5,1.25,1.28,5.81
2006,NEW YORK,D-METHAMPHETAMINE,0.87,0.79,0.83,0.68,3.17
2006,NORTH CAROLINA,D-METHAMPHETAMINE,0.91,0.96,1.02,1.12,4.0
2006,NORTH DAKOTA,D-METHAMPHETAMINE,0.62,1.25,1.25,0.69,3.8
2006,OHIO,D-METHAMPHETAMINE,1.86,1.23,1.37,1.51,5.97
2006,OKLAHOMA,D-METHAMPHETAMINE,1.21,1.33,1.51,1.73,5.77
2006,OREGON,D-METHAMPHETAMINE,4.5,5.15,4.68,5.35,19.68
2006,PENNSYLVANIA,D-METHAMPHETAMINE,1.17,1.23,1.35,1.32,5.07
2006,RHODE ISLAND,D-METHAMPHETAMINE,0.38,0.53,0.23,0.15,1.3
2006,SOUTH CAROLINA,D-METHAMPHETAMINE,0.7,0.75,0.67,0.9,3.01
2006,SOUTH DAKOTA,D-METHAMPHETAMINE,0.64,0.64,0.69,0.69,2.65
2006,TENNESSEE,D-METHAMPHETAMINE,1.06,1.15,1.21,0.98,4.4
2006,TEXAS,D-METHAMPHETAMINE,1.07,1.06,1.15,1.04,4.31
2006,UTAH,D-METHAMPHETAMINE,2.44,2.01,2.17,2.36,8.97
2006,VERMONT,D-METHAMPHETAMINE,0.99,0.99,1.12,1.51,4.6
2006,VIRGINIA,D-METHAMPHETAMINE,0.71,0.92,0.88,0.9,3.41
2006,WASHINGTON,D-METHAMPHETAMINE,3.73,3.46,3.52,4.05,14.76
2006,WEST VIRGINIA,D-METHAMPHETAMINE,0.86,0.97,1.33,1.17,4.34
2006,WISCONSIN,D-METHAMPHETAMINE,2.75,2.34,2.6,2.34,10.03
2006,WYOMING,D-METHAMPHETAMINE,2.27,2.92,2.43,1.22,8.83
2006,U.S. TOTAL,D-METHAMPHETAMINE,1.28,1.31,1.34,1.28,5.21
2006,ALABAMA,METHYLPHENIDATE,1645.14,1498.72,1518.67,1762.97,6425.49
2006,ALASKA,METHYLPHENIDATE,1233.25,1165.32,1075.64,1260.32,4734.53
2006,AMERICAN SAMOA,METHYLPHENIDATE,0.0,2.71,27.14,0.0,29.85
2006,ARIZONA,METHYLPHENIDATE,1521.07,1552.79,1636.52,1752.06,6462.44
2006,ARKANSAS,METHYLPHENIDATE,1830.25,1633.55,1608.94,1918.75,6991.49
2006,CALIFORNIA,METHYLPHENIDATE,759.8,768.27,714.09,788.09,3030.25
2006,COLORADO,METHYLPHENIDATE,1094.03,1068.52,1073.97,1216.72,4453.24
2006,CONNECTICUT,METHYLPHENIDATE,1539.41,1514.73,1415.03,1570.6,6039.78
2006,DELAWARE,METHYLPHENIDATE,1819.93,2150.87,2125.27,2535.97,8632.04
2006,DISTRICT OF COLUMBIA,METHYLPHENIDATE,959.91,1204.74,1129.25,1205.62,4499.52
2006,FLORIDA,METHYLPHENIDATE,1285.8,1111.56,1213.12,1374.76,4985.24
2006,GEORGIA,METHYLPHENIDATE,1818.84,1590.08,1714.64,1900.44,7024.0
2006,GUAM,METHYLPHENIDATE,231.65,290.4,207.46,360.13,1089.64
2006,HAWAII,METHYLPHENIDATE,732.6,742.8,771.01,729.34,2975.74
2006,IDAHO,METHYLPHENIDATE,1592.2,1595.95,1536.21,1731.0,6455.36
2006,ILLINOIS,METHYLPHENIDATE,1339.84,1288.15,1234.98,1396.49,5259.47
2006,INDIANA,METHYLPHENIDATE,1461.03,1568.58,1580.96,1822.57,6433.14
2006,IOWA,METHYLPHENIDATE,2088.25,2042.85,1934.36,2160.89,8226.34
2006,KANSAS,METHYLPHENIDATE,1559.72,1531.07,1497.55,1597.23,6185.57
2006,KENTUCKY,METHYLPHENIDATE,1711.92,1509.49,1624.66,1759.29,6605.36
2006,LOUISIANA,METHYLPHENIDATE,1645.0,1433.26,1567.38,1838.8,6484.44
2006,MAINE,METHYLPHENIDATE,2301.55,2257.56,2149.18,2222.86,8931.16
2006,MARYLAND,METHYLPHENIDATE,1588.33,1715.65,1616.52,1888.02,6808.52
2006,MASSACHUSETTS,METHYLPHENIDATE,2079.97,2037.44,1861.46,2107.39,8086.26
2006,MICHIGAN,METHYLPHENIDATE,2015.92,1915.49,1799.2,2118.91,7849.53
2006,MINNESOTA,METHYLPHENIDATE,1602.05,1425.62,1463.07,1721.4,6212.14
2006,MISSISSIPPI,METHYLPHENIDATE,1139.28,1003.49,1057.09,1227.54,4427.4
2006,MISSOURI,METHYLPHENIDATE,1904.54,1802.09,1796.8,1872.84,7376.28
2006,MONTANA,METHYLPHENIDATE,1702.2,1640.57,1460.96,1607.98,6411.71
2006,NEBRASKA,METHYLPHENIDATE,1432.56,1398.13,1437.45,1499.44,5767.59
2006,NEVADA,METHYLPHENIDATE,679.44,725.79,689.16,778.04,2872.43
2006,NEW HAMPSHIRE,METHYLPHENIDATE,2350.25,2338.85,2208.41,2396.77,9294.28
2006,NEW JERSEY,METHYLPHENIDATE,937.26,1039.76,945.56,1054.08,3976.66
2006,NEW MEXICO,METHYLPHENIDATE,1198.64,1081.67,893.23,1052.55,4226.09
2006,NEW YORK,METHYLPHENIDATE,1053.17,936.47,932.85,996.3,3918.78
2006,NORTH CAROLINA,METHYLPHENIDATE,1991.03,1850.05,1827.42,2166.72,7835.22
2006,NORTH DAKOTA,METHYLPHENIDATE,1650.53,1818.77,1706.71,2040.8,7216.81
2006,OHIO,METHYLPHENIDATE,2475.83,2361.15,2319.67,2580.25,9736.9
2006,OKLAHOMA,METHYLPHENIDATE,1131.82,1050.99,1150.93,1252.77,4586.51
2006,OREGON,METHYLPHENIDATE,1571.99,1543.12,1489.44,1617.84,6222.38
2006,PENNSYLVANIA,METHYLPHENIDATE,1696.49,1730.54,1706.16,1924.12,7057.32
2006,PUERTO RICO,METHYLPHENIDATE,518.85,364.95,403.58,503.78,1791.17
2006,RHODE ISLAND,METHYLPHENIDATE,1896.66,1822.1,1723.84,1889.27,7331.87
2006,SOUTH CAROLINA,METHYLPHENIDATE,1980.69,1765.36,1855.0,2147.75,7748.8
2006,SOUTH DAKOTA,METHYLPHENIDATE,2231.49,2057.06,1964.31,2028.36,8281.22
2006,TENNESSEE,METHYLPHENIDATE,1233.02,1119.93,1240.94,1379.0,4972.88
2006,TEXAS,METHYLPHENIDATE,1362.27,1290.94,1414.45,1630.64,5698.29
2006,UTAH,METHYLPHENIDATE,1477.51,1445.73,1445.99,1604.76,5973.99
2006,VERMONT,METHYLPHENIDATE,2272.54,2237.42,2136.05,2311.17,8957.17
2006,VIRGIN ISLANDS,METHYLPHENIDATE,243.13,180.51,137.65,198.99,760.28
2006,VIRGINIA,METHYLPHENIDATE,1601.94,1639.05,1496.57,1698.84,6436.4
2006,WASHINGTON,METHYLPHENIDATE,1549.88,1522.5,1430.57,1594.83,6097.79
2006,WEST VIRGINIA,METHYLPHENIDATE,1635.71,1521.71,1442.56,1662.9,6262.88
2006,WISCONSIN,METHYLPHENIDATE,1638.29,1593.28,1533.43,1821.71,6586.72
2006,WYOMING,METHYLPHENIDATE,1518.59,1468.74,1386.28,1582.43,5956.03
2006,U.S. TOTAL,METHYLPHENIDATE,1448.58,1386.3,1376.82,1551.89,5763.59
2006,MISSOURI,GAMMA HYDROXYBUTYRIC ACID,37608.76,82492.92,43720.84,55345.43,219167.95
2006,NEW YORK,GAMMA HYDROXYBUTYRIC ACID,0.0,15.66,7.83,0.0,23.49
2006,NORTH DAKOTA,GAMMA HYDROXYBUTYRIC ACID,0.0,0.0,0.0,231.4,231.4
2006,PENNSYLVANIA,GAMMA HYDROXYBUTYRIC ACID,0.0,0.0,0.0,16.94,16.94
2006,TEXAS,GAMMA HYDROXYBUTYRIC ACID,0.0,0.0,6.41,69.13,75.54
2006,U.S. TOTAL,GAMMA HYDROXYBUTYRIC ACID,736.92,1617.44,857.67,1090.76,4302.79
2006,ALABAMA,AMOBARBITAL (SCHEDULE 2),0.41,0.1,0.41,0.41,1.33
2006,ARIZONA,AMOBARBITAL (SCHEDULE 2),0.44,0.0,0.18,0.0,0.62
2006,ARKANSAS,AMOBARBITAL (SCHEDULE 2),0.17,0.0,1.7,0.0,1.87
2006,CALIFORNIA,AMOBARBITAL (SCHEDULE 2),0.35,0.17,0.22,0.17,0.91
2006,COLORADO,AMOBARBITAL (SCHEDULE 2),0.11,0.21,0.0,0.32,0.63
2006,CONNECTICUT,AMOBARBITAL (SCHEDULE 2),0.0,0.13,0.0,0.13,0.27
2006,DISTRICT OF COLUMBIA,AMOBARBITAL (SCHEDULE 2),0.8,1.59,0.0,2.39,4.77
2006,FLORIDA,AMOBARBITAL (SCHEDULE 2),0.0,0.06,0.0,0.0,0.06
2006,GEORGIA,AMOBARBITAL (SCHEDULE 2),0.11,0.0,0.17,0.22,0.5
2006,HAWAII,AMOBARBITAL (SCHEDULE 2),0.0,0.38,0.0,0.0,0.38
2006,IDAHO,AMOBARBITAL (SCHEDULE 2),0.35,0.0,0.0,0.0,0.35
2006,ILLINOIS,AMOBARBITAL (SCHEDULE 2),0.15,0.15,0.11,0.26,0.66
2006,INDIANA,AMOBARBITAL (SCHEDULE 2),0.07,0.0,0.07,0.07,0.22
2006,IOWA,AMOBARBITAL (SCHEDULE 2),0.47,0.0,0.0,0.31,0.78
2006,KANSAS,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.34,0.0,0.34
2006,KENTUCKY,AMOBARBITAL (SCHEDULE 2),0.34,0.11,0.23,0.11,0.79
2006,LOUISIANA,AMOBARBITAL (SCHEDULE 2),0.2,0.1,0.1,0.0,0.41
2006,MAINE,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.36,0.0,0.36
2006,MARYLAND,AMOBARBITAL (SCHEDULE 2),1.12,0.43,0.09,0.17,1.81
2006,MASSACHUSETTS,AMOBARBITAL (SCHEDULE 2),0.29,0.07,0.07,0.07,0.5
2006,MICHIGAN,AMOBARBITAL (SCHEDULE 2),0.23,0.09,0.09,0.18,0.6
2006,MINNESOTA,AMOBARBITAL (SCHEDULE 2),0.37,0.28,0.28,0.09,1.02
2006,MISSISSIPPI,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.0,0.16,0.16
2006,MISSOURI,AMOBARBITAL (SCHEDULE 2),0.41,0.24,0.33,0.16,1.14
2006,MONTANA,AMOBARBITAL (SCHEDULE 2),0.5,0.0,1.51,0.0,2.02
2006,NEBRASKA,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.27,0.0,0.27
2006,NEW HAMPSHIRE,AMOBARBITAL (SCHEDULE 2),0.37,0.0,0.37,0.37,1.1
2006,NEW JERSEY,AMOBARBITAL (SCHEDULE 2),0.0,0.05,0.11,0.05,0.22
2006,NEW MEXICO,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.0,0.25,0.25
2006,NEW YORK,AMOBARBITAL (SCHEDULE 2),0.58,0.5,0.6,0.79,2.47
2006,NORTH CAROLINA,AMOBARBITAL (SCHEDULE 2),0.23,0.0,0.06,0.23,0.51
2006,OHIO,AMOBARBITAL (SCHEDULE 2),0.21,0.12,0.0,0.12,0.45
2006,OKLAHOMA,AMOBARBITAL (SCHEDULE 2),1.06,0.26,1.06,0.66,3.04
2006,OREGON,AMOBARBITAL (SCHEDULE 2),0.4,0.0,0.13,0.13,0.67
2006,PENNSYLVANIA,AMOBARBITAL (SCHEDULE 2),0.26,0.15,0.07,0.26,0.74
2006,PUERTO RICO,AMOBARBITAL (SCHEDULE 2),0.12,0.24,0.12,0.12,0.6
2006,RHODE ISLAND,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.43,0.0,0.43
2006,SOUTH CAROLINA,AMOBARBITAL (SCHEDULE 2),0.79,1.14,0.11,0.57,2.61
2006,SOUTH DAKOTA,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.01,0.0,0.01
2006,TENNESSEE,AMOBARBITAL (SCHEDULE 2),0.08,0.24,0.16,0.16,0.64
2006,TEXAS,AMOBARBITAL (SCHEDULE 2),0.28,0.11,0.15,0.04,0.59
2006,UTAH,AMOBARBITAL (SCHEDULE 2),0.61,0.0,0.0,0.41,1.02
2006,VIRGINIA,AMOBARBITAL (SCHEDULE 2),0.39,0.13,0.0,0.0,0.51
2006,WASHINGTON,AMOBARBITAL (SCHEDULE 2),0.85,0.15,0.15,0.62,1.78
2006,WEST VIRGINIA,AMOBARBITAL (SCHEDULE 2),0.25,0.25,0.25,0.0,0.75
2006,WISCONSIN,AMOBARBITAL (SCHEDULE 2),0.34,0.25,0.08,0.51,1.19
2006,WYOMING,AMOBARBITAL (SCHEDULE 2),0.0,0.0,0.0,0.92,0.92
2006,U.S. TOTAL,AMOBARBITAL (SCHEDULE 2),0.3,0.16,0.18,0.21,0.85
2006,ALABAMA,BUTALBITAL,226.33,287.49,264.67,300.65,1079.13
2006,ALASKA,BUTALBITAL,104.48,157.91,163.49,148.34,574.22
2006,AMERICAN SAMOA,BUTALBITAL,61.09,43.64,43.64,69.82,218.18
2006,ARIZONA,BUTALBITAL,325.5,338.75,355.02,380.46,1399.73
2006,ARKANSAS,BUTALBITAL,234.16,264.72,247.81,253.8,1000.49
2006,CALIFORNIA,BUTALBITAL,213.16,239.51,240.53,234.95,928.15
2006,COLORADO,BUTALBITAL,205.99,250.02,249.82,273.52,979.35
2006,CONNECTICUT,BUTALBITAL,276.02,395.38,382.76,357.8,1411.95
2006,DELAWARE,BUTALBITAL,467.71,449.21,499.62,502.17,1918.71
2006,DISTRICT OF COLUMBIA,BUTALBITAL,153.83,213.26,210.64,224.63,802.36
2006,FLORIDA,BUTALBITAL,374.88,395.5,379.1,393.45,1542.93
2006,GEORGIA,BUTALBITAL,260.61,331.65,313.51,324.19,1229.96
2006,GUAM,BUTALBITAL,22.61,22.61,19.38,6.46,71.06
2006,HAWAII,BUTALBITAL,159.3,167.56,154.35,158.89,640.1
2006,IDAHO,BUTALBITAL,230.3,255.81,249.62,242.67,978.4
2006,ILLINOIS,BUTALBITAL,221.99,264.47,261.05,272.64,1020.15
2006,INDIANA,BUTALBITAL,153.03,261.57,269.47,282.63,966.7
2006,IOWA,BUTALBITAL,155.83,151.04,147.63,152.92,607.42
2006,KANSAS,BUTALBITAL,221.32,244.2,252.75,283.81,1002.08
